seed	V	E	states	duration
9c489c4554f72870	9	17	7701	7398
a5d3d2eed42dbbb9	8	12	1133	1050
041fe98a05bb65c5	9	20	3660	6512
e7dba8006c7a919b	10	21	207784	161073
ff545cc679e03cea	10	33	12519	103691
b240f1394238eb27	9	31	626811	165392
932ab449e49c5de3	8	8	75745	2539
e9d04ef32ea0ed35	8	13	24908	1526
